site_id,start_time,end_time,spin,cluster_id
0,9.65374,1.97171,1,-1
0,1.97171,3.23675,-1,-1
0,3.23675,3.60267,1,-1
0,3.60267,4.12828,-1,-1
0,4.12828,7.19513,1,-1
0,7.19513,7.27256,-1,-1
0,7.27256,7.84776,1,-1
0,7.84776,9.65374,-1,-1
1,4.24337,4.91294,-1,-1
1,4.91294,5.55366,1,-1
1,5.55366,5.90537,-1,-1
1,5.90537,8.15732,1,-1
1,8.15732,8.4163,-1,-1
1,8.4163,9.35874,1,-1
1,9.35874,2.92838,-1,-1
1,2.92838,4.24337,1,-1
2,0.758308,0.878642,-1,-1
2,0.878642,2.11874,1,-1
2,2.11874,5.35549,-1,-1
2,5.35549,5.5304,1,-1
2,5.5304,5.70985,-1,-1
2,5.70985,6.00535,1,-1
2,6.00535,9.66447,-1,-1
2,9.66447,0.758308,1,-1
3,6.33585,7.45425,-1,-1
3,7.45425,8.65102,1,-1
3,8.65102,9.98277,-1,-1
3,9.98277,2.62083,1,-1
3,2.62083,3.51795,-1,-1
3,3.51795,6.33585,1,-1
4,8.02163,8.9679,1,-1
4,8.9679,8.98667,-1,-1
4,8.98667,9.20794,1,-1
4,9.20794,9.92755,-1,-1
4,9.92755,0.184427,1,-1
4,0.184427,0.677839,-1,-1
4,0.677839,7.57606,1,-1
4,7.57606,8.02163,-1,-1
5,7.12276,9.62392,-1,-1
5,9.62392,0.595561,1,-1
5,0.595561,1.11984,-1,-1
5,1.11984,1.42487,1,-1
5,1.42487,4.1626,-1,-1
5,4.1626,7.12276,1,-1
6,4.04388,8.75726,-1,-1
6,8.75726,0.277545,1,-1
6,0.277545,3.00034,-1,-1
6,3.00034,4.04388,1,-1
7,9.86488,1.34106,-1,-1
7,1.34106,3.01381,1,-1
7,3.01381,4.23302,-1,-1
7,4.23302,5.74356,1,-1
7,5.74356,6.10533,-1,-1
7,6.10533,7.23364,1,-1
7,7.23364,9.01125,-1,-1
7,9.01125,9.43924,1,-1
7,9.43924,9.45676,-1,-1
7,9.45676,9.86488,1,-1
8,6.45423,6.53666,-1,-1
8,6.53666,7.47048,1,-1
8,7.47048,8.61424,-1,-1
8,8.61424,9.33204,1,-1
8,9.33204,1.28735,-1,-1
8,1.28735,1.41755,1,-1
8,1.41755,2.0167,-1,-1
8,2.0167,6.45423,1,-1
9,2.8523,3.72102,1,-1
9,3.72102,4.03949,-1,-1
9,4.03949,4.33651,1,-1
9,4.33651,5.90682,-1,-1
9,5.90682,7.66265,1,-1
9,7.66265,8.07304,-1,-1
9,8.07304,9.11037,1,-1
9,9.11037,0.533703,-1,-1
9,0.533703,0.865531,1,-1
9,0.865531,2.08262,-1,-1
9,2.08262,2.55418,1,-1
9,2.55418,2.8523,-1,-1
10,4.76166,5.25122,-1,-1
10,5.25122,5.66604,1,-1
10,5.66604,7.07733,-1,-1
10,7.07733,7.48486,1,-1
10,7.48486,1.46417,-1,-1
10,1.46417,4.76166,1,-1
11,4.62708,5.9538,-1,-1
11,5.9538,7.07578,1,-1
11,7.07578,9.98576,-1,-1
11,9.98576,0.262477,1,-1
11,0.262477,1.571,-1,-1
11,1.571,2.75061,1,-1
11,2.75061,4.05677,-1,-1
11,4.05677,4.62708,1,-1
