16 16 2.000000000000 2.900000000000 1.000000000000e+00 1.000000000000e+00 7.704294922394e-01 3.704547433771e-04 5.942477860968e-01 5.672200859287e-04 3.547391244103e-01 6.686897718255e-04 4.330031852840e-01 3.951883105133e-04 6.651481596346e-01 
16 16 2.000000000000 2.950000000000 1.000000000000e+00 1.000000000000e+00 7.480837060114e-01 2.769585411145e-04 5.603962915348e-01 4.119694642809e-04 3.157411919609e-01 4.586806158600e-04 4.076350965454e-01 2.332805249433e-04 6.648652329231e-01 
16 16 2.000000000000 2.975000000000 1.000000000000e+00 1.000000000000e+00 7.358201750318e-01 2.893365897689e-04 5.422684866057e-01 4.230520308551e-04 2.958448417737e-01 4.554002005176e-04 3.949931345209e-01 2.201142266135e-04 6.646378744010e-01 
16 16 2.000000000000 3.000000000000 1.000000000000e+00 1.000000000000e+00 7.204504735143e-01 3.091676526803e-04 5.200047311616e-01 4.422030566572e-04 2.723603558636e-01 4.561908949910e-04 3.816001298499e-01 2.150177574411e-04 6.642561638917e-01 
16 16 2.000000000000 3.025000000000 1.000000000000e+00 1.000000000000e+00 7.057968488360e-01 3.266000042823e-04 4.992158674548e-01 4.572145509627e-04 2.513069337748e-01 4.526196755524e-04 3.695228823996e-01 2.032558931191e-04 6.638706350978e-01 
16 16 2.000000000000 3.050000000000 1.000000000000e+00 1.000000000000e+00 6.880231166160e-01 3.612016603184e-04 4.746804753922e-01 4.915773378871e-04 2.277380365098e-01 4.614031048706e-04 3.571454284585e-01 1.986649075752e-04 6.630918011003e-01 
16 16 2.000000000000 3.075000000000 1.000000000000e+00 1.000000000000e+00 6.705912234244e-01 3.849798894144e-04 4.511746840864e-01 5.085780468066e-04 2.061451118574e-01 4.514744422157e-04 3.457574167912e-01 1.881172349933e-04 6.624311683002e-01 
16 16 2.000000000000 3.100000000000 1.000000000000e+00 1.000000000000e+00 6.455337304845e-01 4.449269274087e-04 4.186933969005e-01 5.638453904124e-04 1.784833768510e-01 4.636381865101e-04 3.320091145731e-01 1.980527241113e-04 6.606215235055e-01 
8 8 1.000000000000 2.900000000000 1.000000000000e+00 1.000000000000e+00 8.977094310678e-01 2.432651469739e-04 8.064740019454e-01 4.335933239979e-04 6.522803475200e-01 6.912606091135e-04 5.988750226910e-01 7.462449240683e-04 6.657031412499e-01 
8 8 1.000000000000 2.950000000000 1.000000000000e+00 1.000000000000e+00 8.936810047796e-01 2.502762541644e-04 7.992921203378e-01 4.438975289172e-04 6.408383437959e-01 7.010666187127e-04 5.794056339261e-01 7.230463060046e-04 6.656385719273e-01 
8 8 1.000000000000 2.975000000000 1.000000000000e+00 1.000000000000e+00 8.918421041919e-01 2.528335641237e-04 7.960215869209e-01 4.480330262603e-04 6.356577027703e-01 7.061351711826e-04 5.704543215903e-01 7.069947264962e-04 6.656107026676e-01 
8 8 1.000000000000 3.000000000000 1.000000000000e+00 1.000000000000e+00 8.898488375399e-01 2.584796314087e-04 7.924990708696e-01 4.568377001043e-04 6.301417841715e-01 7.164156348639e-04 5.621413893160e-01 7.070170263141e-04 6.655590101810e-01 
8 8 1.000000000000 3.025000000000 1.000000000000e+00 1.000000000000e+00 8.875744683650e-01 2.576068174834e-04 7.884520496176e-01 4.542030822888e-04 6.237196389458e-01 7.089769033696e-04 5.517997376742e-01 6.848150012799e-04 6.655604802368e-01 
8 8 1.000000000000 3.050000000000 1.000000000000e+00 1.000000000000e+00 8.856879369651e-01 2.641831765882e-04 7.851410491935e-01 4.644022836760e-04 6.186031619394e-01 7.206621887353e-04 5.444635696750e-01 6.757243845725e-04 6.655004692617e-01 
8 8 1.000000000000 3.075000000000 1.000000000000e+00 1.000000000000e+00 8.836988736301e-01 2.671995935506e-04 7.816376554831e-01 4.684759386205e-04 6.131521215197e-01 7.233521458507e-04 5.358296091583e-01 6.675524273784e-04 6.654692580515e-01 
8 8 1.000000000000 3.100000000000 1.000000000000e+00 1.000000000000e+00 8.818314981054e-01 2.704616010462e-04 7.783582858272e-01 4.734991911756e-04 6.080836359564e-01 7.289240894107e-04 5.283060807041e-01 6.512107633468e-04 6.654331127904e-01 
