8 8 1.000000000000 1.000000000000 1.000000000000e+00 1.000000000000e+00 9.788175506696e-01 1.318969424381e-04 9.581707815160e-01 2.572978726500e-04 9.184222575273e-01 4.898021325618e-04 2.861880014349e+00 9.640708003184e-03 6.665464858104e-01 
8 8 1.000000000000 2.000000000000 1.000000000000e+00 1.000000000000e+00 9.454956510815e-01 2.214041515416e-04 8.942071252056e-01 4.167985441669e-04 8.004749879006e-01 7.395340807630e-04 1.095926156980e+00 2.406803223793e-03 6.663045697021e-01 
8 8 1.000000000000 2.900000000000 1.000000000000e+00 1.000000000000e+00 8.977094310678e-01 2.432651469739e-04 8.064740019454e-01 4.335933239979e-04 6.522803475200e-01 6.912606091135e-04 5.988750226910e-01 7.462449240683e-04 6.657031412499e-01 
8 8 1.000000000000 2.950000000000 1.000000000000e+00 1.000000000000e+00 8.936810047796e-01 2.502762541644e-04 7.992921203378e-01 4.438975289172e-04 6.408383437959e-01 7.010666187127e-04 5.794056339261e-01 7.230463060046e-04 6.656385719273e-01 
8 8 1.000000000000 2.975000000000 1.000000000000e+00 1.000000000000e+00 8.918421041919e-01 2.528335641237e-04 7.960215869209e-01 4.480330262603e-04 6.356577027703e-01 7.061351711826e-04 5.704543215903e-01 7.069947264962e-04 6.656107026676e-01 
8 8 1.000000000000 3.000000000000 1.000000000000e+00 1.000000000000e+00 8.898488375399e-01 2.584796314087e-04 7.924990708696e-01 4.568377001043e-04 6.301417841715e-01 7.164156348639e-04 5.621413893160e-01 7.070170263141e-04 6.655590101810e-01 
8 8 1.000000000000 3.025000000000 1.000000000000e+00 1.000000000000e+00 8.875744683650e-01 2.576068174834e-04 7.884520496176e-01 4.542030822888e-04 6.237196389458e-01 7.089769033696e-04 5.517997376742e-01 6.848150012799e-04 6.655604802368e-01 
8 8 1.000000000000 3.050000000000 1.000000000000e+00 1.000000000000e+00 8.856879369651e-01 2.641831765882e-04 7.851410491935e-01 4.644022836760e-04 6.186031619394e-01 7.206621887353e-04 5.444635696750e-01 6.757243845725e-04 6.655004692617e-01 
8 8 1.000000000000 3.075000000000 1.000000000000e+00 1.000000000000e+00 8.836988736301e-01 2.671995935506e-04 7.816376554831e-01 4.684759386205e-04 6.131521215197e-01 7.233521458507e-04 5.358296091583e-01 6.675524273784e-04 6.654692580515e-01 
8 8 1.000000000000 3.100000000000 1.000000000000e+00 1.000000000000e+00 8.818314981054e-01 2.704616010462e-04 7.783582858272e-01 4.734991911756e-04 6.080836359564e-01 7.289240894107e-04 5.283060807041e-01 6.512107633468e-04 6.654331127904e-01 
8 8 1.000000000000 4.000000000000 1.000000000000e+00 1.000000000000e+00 7.461023611759e-01 8.647151649617e-04 5.604073949348e-01 1.244347786565e-03 3.217984553673e-01 1.344596256185e-03 2.933657369259e-01 5.309700166183e-04 6.584494527320e-01 
